area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,57.44334239931547
Super built-up  Area,18-Nov,manyata park,2 BHK,,1300,2.0,1.0,67.75954303897424
Super built-up  Area,Ready To Move,Tindlu,2 BHK,Alubys ,1166,2.0,2.0,54.59129469808232
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,,1055,2.0,1.0,40.96694034788758
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,73.72009254956562
Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,DatroGo,1270,2.0,2.0,67.27518015713252
Super built-up  Area,Ready To Move,Vignana Nagar,9 BHK,,1500,7.0,,189.54337806535253
Plot  Area,Ready To Move,Battarahalli,4 Bedroom,,1200,3.0,1.0,143.7435340190141
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1164,2.0,2.0,49.035022884796355
Super built-up  Area,Ready To Move,Maruthi Nagar,3 BHK,,1447,2.0,2.0,67.86492971082622
Plot  Area,18-Aug,soukya road,3 Bedroom,,1500,3.0,1.0,104.5686004790406
Plot  Area,Ready To Move,Nobo Nagar,3 Bedroom,,1600,3.0,0.0,109.11920965603571
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1198,2.0,2.0,53.31328691913675
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,4.0,2.0,311.37371389233004
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,75.39207919371894
Super built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,4.0,3.0,403.0985256053488
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,1.0,74.24442624199912
Plot  Area,Ready To Move,Shirdi Sai Nagar,7 Bedroom,,1000,7.0,3.0,192.11011053747976
Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,Dehtipt,1175,2.0,2.0,58.77511557813972
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1345,2.0,1.0,54.717184284444905
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1560,5.0,1.0,169.7103903918598
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340,2.0,2.0,59.2121697038419
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939,2.0,2.0,51.2807868291379
Super built-up  Area,Ready To Move,Sonnenahalli,1 BHK,,605,1.0,1.0,44.63366473425254
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,2.0,48.805937103025286
Built-up  Area,19-Dec,Electronic City,4 Bedroom,,2992,4.0,1.0,239.44889732993272
Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2572,4.0,3.0,130.80556415044413
Plot  Area,Ready To Move,Kothannur,3 Bedroom,,1200,3.0,1.0,81.49380435623222
Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,70.42366948822473
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,Shitt S,1340,2.0,2.0,54.388662245835576
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.3844480629467
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,70.6254443004123
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,MRmesra,1874,2.0,3.0,88.97662400010202
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1140,2.0,2.0,51.71528226208271
Built-up  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,3677,4.0,0.0,327.0925746320326
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,,1464,2.0,2.0,54.79127678530785
Plot  Area,18-Mar,yettagodi Road,3 Bedroom,,1200,3.0,0.0,103.78529709011013
Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,,1736,3.0,2.0,93.48527719914526
Built-up  Area,Ready To Move,Munireddy Layout,3 BHK,Kulons ,1600,2.0,1.0,82.75820633600388
Built-up  Area,18-Dec,Whitefield,2 BHK,,1249,2.0,1.0,67.64486430597962
Built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2.0,2.0,53.46968839718473
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,2.0,1.0,74.24442624199907
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,,1100,2.0,2.0,78.48866568924662
Built-up  Area,19-Mar,"Panathur Road, ",2 BHK,,1210,2.0,1.0,72.96947799816127
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,46.22040635015242
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1452,3.0,3.0,58.11669318394824
Built-up  Area,Ready To Move,Doddakannelli,3 BHK,KPareis,1475,2.0,3.0,64.30934255546086
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,51.35578396969892
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,132.79792953949575
Carpet  Area,Ready To Move,Basavangudi,4 BHK,BriewPa,2000,4.0,1.0,138.31163965703172
Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,550,1.0,1.0,24.279171775899602
Super built-up  Area,Ready To Move,Puttappa Layout,2 BHK,Teara S,1400,2.0,1.0,74.69619390142796
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,42.641648797545066
Plot  Area,Ready To Move,Koramangala,2 Bedroom,,1350,2.0,0.0,102.72381051346073
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Emage H,1582,3.0,2.0,216.6329578907606
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Srllaan,1121,2.0,3.0,63.16943282908164
Plot  Area,Ready To Move,Navodaya Nagar,2 Bedroom,,2000,2.0,0.0,88.72133683895588
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1244,2.0,2.0,45.99999999999997
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1090,2.0,2.0,44.763048883177056
Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1140,2.0,1.0,68.25812611518435
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,2.0,77.33798439991138
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,825,3.0,2.0,79.49682557119485
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1640,2.0,0.0,76.12005249692022
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,48.30550935241392
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1301,2.0,2.0,58.37208840144683
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,2400,4.0,3.0,333.063587416973
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,1.0,49.355615335395356
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Chaldi ,1300,3.0,2.0,73.88648684679596
Plot  Area,Ready To Move,Hanumagiri,3 Bedroom,,1200,3.0,2.0,115.81353375896236
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1500,2.0,1.0,98.8089216998652
Super built-up  Area,17-Dec,Mysore Road,3 BHK,PrawnRa,1082,2.0,1.0,50.214864328828945
Super built-up  Area,20-Dec,Electronic City,3 BHK,KonteiT,1791,3.0,2.0,90.31071410898008
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,2.0,67.1855659567823
Built-up  Area,Ready To Move,PARAPPANAAGHRARA,2 BHK,,1150,2.0,2.0,67.8750329435675
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,68.40139133187051
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1211,2.0,1.0,62.88975296927044
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,960,2.0,2.0,118.03370211035862
Super built-up  Area,18-Apr,Whitefield,3 BHK,Prtates,2321,4.0,2.0,138.9512510426126
Built-up  Area,Ready To Move,HBR Layout,3 Bedroom,,2000,4.0,2.0,144.06548036499268
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1169,2.0,2.0,60.44478200676174
Super built-up  Area,Ready To Move,Vidyaranyapura,1 BHK,Mathipo,745,1.0,1.0,42.22070772174216
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Emterl ,1389,2.0,2.0,44.29730553635616
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1095,2.0,1.0,48.024716851957876
Super built-up  Area,19-Dec,Bannerghatta Road,3 BHK,,1894,3.0,1.0,89.21584253541634
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,80.74599651222599
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,DSthi K,1170,2.0,2.0,47.15122776941631
Built-up  Area,Ready To Move,Brindavan Layout,2 Bedroom,,1100,2.0,0.0,62.6644137188937
Plot  Area,Ready To Move,Kalkere,6 Bedroom,,2116,5.0,,219.5220428568888
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,2 Bedroom,,1522.5,2.0,0.0,106.93865049380408
Built-up  Area,19-Dec,Uttarahalli,3 BHK,,1750,3.0,2.0,50.31577177823183
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1200,5.0,2.0,145.9478401543551
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,113.54970606003243
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,,1610,2.0,2.0,67.40653638753197
Plot  Area,Ready To Move,Kalyan nagar,5 Bedroom,,600,5.0,0.0,109.22431438782999
Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1430,2.0,1.0,68.73902602400237
Built-up  Area,Ready To Move,Pai Layout,2 BHK,,1005,2.0,2.0,43.325170814775866
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Sanzaat,1564,2.0,1.0,59.355634412177835
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230,2.0,1.0,80.57664243337743
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,790,1.0,1.0,54.79289101695903
Built-up  Area,Ready To Move,8th Phase JP Nagar,6 BHK,,5000,6.0,2.0,185.15006581124288
Built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1630,3.0,2.0,76.38116609771453
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Pyaded ,800,2.0,2.0,57.101976673171954
Plot  Area,18-Mar,Medahalli,5 Bedroom,,800,5.0,1.0,148.206543146874
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.02219890287025
Plot  Area,Ready To Move,Ulsoor,3 Bedroom,,4000,2.0,1.0,255.24266654083226
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,211.17695100245342
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4.0,0.0,324.8001041830532
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Hahtsya,1180,2.0,2.0,60.09753788192158
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,76.36314505522319
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,AztheBr,3004,4.0,,211.8025841024365
Built-up  Area,Ready To Move,Cox Town,2 BHK,,780,2.0,0.0,52.05583617649771
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2.0,1.0,31.73192116863305
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,65.3779317061959
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,323.9015078491207
Super built-up  Area,18-Jun,CV Raman Nagar,2 BHK,,1225,2.0,2.0,49.881409682867115
Built-up  Area,Ready To Move,Palace Road,4 BHK,,4730,2.0,1.0,346.89782249800834
Plot  Area,Ready To Move,Maragondanahalli,7 Bedroom,,1200,7.0,2.0,168.61253995735566
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,800,2.0,0.0,67.9634477662196
Built-up  Area,Ready To Move,Cooke Town,3 BHK,,1550,3.0,3.0,94.33939164800822
Super built-up  Area,Ready To Move,Coffee Board Layout,2 BHK,,1285,2.0,1.0,65.19010769564402
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1265,2.0,2.0,45.88782389735091
Plot  Area,19-Dec,Basaveshwara Nagar Yelahanka,4 Bedroom,,5120,5.0,3.0,415.6310306110061
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,70.42366948822473
Plot  Area,Ready To Move,Kavika Layout,1 Bedroom,,580,2.0,0.0,48.24446091489661
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1094.21,2.0,1.0,43.50687655363616
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,90.97315608334418
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1200,2.0,2.0,27.22803965474886
Super built-up  Area,Ready To Move,Abbigere,8 BHK,,5000,8.0,1.0,241.0047177261265
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,52.08948763395561
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1135,2.0,2.0,39.48999293145889
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1740.91,3.0,2.0,70.16335113882606
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,2.0,1.0,67.05358485049459
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1540,3.0,2.0,91.89997688353161
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,52.50196189041618
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1208,2.0,2.0,69.02394745985806
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,46.8793543981096
Built-up  Area,20-Jul,Sarjapur  Road,4 Bedroom,NVdenic,2876,4.0,0.0,176.72762248804216
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1209,2.0,2.0,57.79999594565121
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2558,3.0,2.0,148.42336328207583
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Maity W,1385,2.0,1.0,78.30428369135558
Super built-up  Area,Ready To Move,Lakkasandra,3 BHK,Mysha N,1513,3.0,1.0,78.99945142118652
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,27.850086932077417
Plot  Area,Ready To Move,Begur Road,7 Bedroom,,1000,4.0,3.0,125.08674922915776
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,950,2.0,1.0,52.06333294393396
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,958,2.0,1.0,49.70998678693431
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1130,2.0,1.0,34.63262573730055
Plot  Area,Ready To Move,6th block Koramangala,4 Bedroom,,2400,5.0,3.0,279.6732015317544
Plot  Area,Ready To Move,Kadarenahalli,4 Bedroom,,1500,4.0,0.0,120.37482656543345
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1547,3.0,,85.52608660809344
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2000,3.0,2.0,133.59577067835588
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690,4.0,3.0,199.12591920912794
Built-up  Area,18-May,Harlur,3 BHK,,1924,4.0,1.0,142.05037875462068
Built-up  Area,Ready To Move,Hennur,2 BHK,JahtsHe,1560,2.0,,85.5638936256226
Plot  Area,Ready To Move,Kammagondahalli,2 Bedroom,,1200,2.0,1.0,98.22126346224148
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,2.0,3.0,75.24202325453857
Built-up  Area,Ready To Move,Kothannur,5 Bedroom,,1600,5.0,,93.53668229005017
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3930,4.0,3.0,249.2470143495228
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,52.50196189041618
Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,1.0,107.7820472343206
Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2.0,1.0,33.128261792454275
Built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,1285,2.0,0.0,94.05786702708761
Super built-up  Area,Ready To Move,Narayanappa Garden,3 BHK,Vacle P,2100,5.0,2.0,254.36326145253173
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,935,2.0,2.0,42.15674877438067
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1250,2.0,3.0,72.42253181807187
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,2.0,116.26549232220854
Built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,707,1.0,1.0,43.98200601028071
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,BMngsr ,1047,2.0,2.0,50.47207108683545
Super built-up  Area,18-Feb,Thanisandra,4 BHK,Bhmesy ,3616,4.0,2.0,214.8785178694607
Super built-up  Area,20-Dec,Yelahanka New Town,2 BHK,DSantky,1000,2.0,1.0,32.39941537848126
Super built-up  Area,19-Nov,Thanisandra,2 BHK,,1066,2.0,1.0,55.22601309134943
Plot  Area,Ready To Move,Bannerghatta Road,1 Bedroom,,1200,2.0,0.0,46.78707412849606
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,1.0,62.38964731186767
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1250,2.0,2.0,67.09916640089064
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,635,1.0,1.0,33.2675829236709
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1.0,1.0,24.65958487666166
Super built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,183.9701459516881
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1255,2.0,1.0,79.35967245710481
Built-up  Area,Ready To Move,Chikkabanavar,2 Bedroom,,1550,2.0,0.0,73.12814976894815
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,,1061,2.0,2.0,55.57947149342528
Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,2.0,84.66178907116264
Super built-up  Area,19-Dec,Whitefield,3 BHK,,1820,3.0,1.0,103.0369458868896
Plot  Area,Ready To Move,Jigani,2 Bedroom,,1200,2.0,1.0,54.76838860556111
Super built-up  Area,Ready To Move,Byrasandra Extension,3 BHK,,2000,2.0,1.0,136.92326810655808
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,970,2.0,1.0,47.77453639803227
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1448,2.0,1.0,90.25332934046892
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,40.756753125664694
Plot  Area,Ready To Move,Maruthi Nagar,3 Bedroom,MNncysi,1500,3.0,2.0,114.22149506387927
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,48.328730351661434
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,PrBayGa,4000,6.0,1.0,374.9823730620859
Built-up  Area,Ready To Move,Coffee Board Layout,3 Bedroom,,2300,2.0,1.0,127.2476652294045
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2.0,1.0,25.5629891722285
Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1120,2.0,1.0,93.29560153236166
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1241,2.0,2.0,40.25822160952124
Plot  Area,Ready To Move,Basavangudi,4 Bedroom,,2437,4.0,3.0,302.14356495744164
Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2.0,2.0,159.93494560865273
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,1100,2.0,1.0,40.96694034788758
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1724,3.0,3.0,94.47098283747319
Built-up  Area,Ready To Move,Banashankari Stage II,5 Bedroom,,3000,5.0,2.0,126.14990606568188
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,,1125,2.0,2.0,79.65254030999371
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,5.0,3.0,433.1121996188376
Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,224.77798663158651
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,,1000,2.0,1.0,54.87975763366532
Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,101.39627302138837
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,,2500,5.0,3.0,215.67470732962767
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,100.25150643036352
Built-up  Area,Ready To Move,Jakkur,4 BHK,MMiewke,1697,3.0,3.0,125.47963380933938
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,901,1.0,0.0,44.56832003363766
Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4.0,3.0,220.1676654163556
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,61.666715976636894
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1341,2.0,2.0,53.97646256586056
Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,309.50536661070703
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,83.1637217279049
Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,861,2.0,1.0,37.487991718563165
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1100,2.0,2.0,43.1547446951942
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1020,2.0,1.0,37.93693384939685
Plot  Area,Ready To Move,Parappana Agrahara,9 Bedroom,,1500,9.0,2.0,168.83047006488164
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,48.31548274361199
Super built-up  Area,18-Nov,Kothannur,2 BHK,,1080,2.0,2.0,41.711455511626674
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,1.0,121.28678649302836
Super built-up  Area,18-Mar,Thyagaraja Nagar,3 BHK,,1650,3.0,3.0,94.75200340664625
Super built-up  Area,Ready To Move,Sunkadakatte,2 BHK,,700,2.0,1.0,36.59752817801647
Super built-up  Area,18-Mar,Jakkur,3 BHK,Lecco C,4150,5.0,1.0,305.86877847102556
Plot  Area,18-Dec,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3.0,2.0,259.11781097152596
Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,,95.90512301612495
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,54.87975763366532
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,3.0,2.0,75.29000394972654
Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Srera P,1210,2.0,2.0,57.33779381157699
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1150,2.0,1.0,61.76618782574384
Super built-up  Area,20-Jun,Talaghattapura,4 BHK,Toreeic,5407,5.0,0.0,489.92312850466595
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1865,4.0,2.0,113.97854420047885
Plot  Area,Ready To Move,Herohalli,2 Bedroom,,1350,2.0,0.0,77.21402864370258
Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,62.2683246009385
Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2041,4.0,0.0,135.09842150857315
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,84.43946924610042
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1690,3.0,2.0,78.41345478774129
Super built-up  Area,18-Apr,3rd Phase JP Nagar,2 BHK,,1200,2.0,3.0,55.53869335195266
Built-up  Area,Ready To Move,Subramanyanagar,6 BHK,,1900,6.0,0.0,89.8801670485614
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,ShshaSa,700 - 800,1.0,0.0,33.387871056884435
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1087,2.0,1.0,48.528823406477855
Super built-up  Area,18-Mar,Whitefield,3 BHK,BrlisCo,1740,6.0,3.0,153.1829906340277
Super built-up  Area,Ready To Move,Thurahalli,2 BHK,,1075,2.0,1.0,46.85007419119117
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,142.43586632808106
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395,3.0,2.0,264.5764595175006
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1339,2.0,1.0,58.043132034568266
Super built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,2.0,140.06957771765047
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,40.51159756721606
Plot  Area,18-May,Varthur,4 Bedroom,Darsh S,1600,4.0,2.0,132.9250104979246
Super built-up  Area,Ready To Move,Benson Town,3 BHK,,1501,2.0,3.0,70.26089694482009
Super built-up  Area,21-Jul,Koramangala,4 BHK,G ceses,1982,4.0,3.0,138.67586852385742
Plot  Area,Ready To Move,Chandapura,5 Bedroom,,1200,3.0,0.0,136.5159959802282
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,825,2.0,0.0,56.78092615794196
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1215,2.0,2.0,58.59906697167064
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,1200,5.0,2.0,140.42721851530516
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sraveha,1300,2.0,2.0,54.81971700775393
Super built-up  Area,Ready To Move,Friends Colony,3 BHK,SiidsGa,1250,2.0,1.0,61.42558678331893
Super built-up  Area,Ready To Move,Nagavarapalya,3 BHK,PuonsSe,1836,3.0,1.0,115.94447682859115
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,137.20160208912887
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,2400,4.0,1.0,313.81928632963144
Built-up  Area,Ready To Move,Uttarahalli hobli,4 BHK,,3500,3.0,2.0,260.47564921258476
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1420,2.0,1.0,100.00374052469091
Plot  Area,Ready To Move,Marsur,4 Bedroom,,2400,4.0,1.0,265.83747151292783
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,97.58312576946619
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3260,5.0,3.0,478.7373781809514
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1750,3.0,,107.46183184324144
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1580,3.0,2.0,84.59847722126123
