area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,57.34831587363286
Super built-up  Area,18-Nov,manyata park,2 BHK,,1300,2.0,1.0,66.48187937006507
Super built-up  Area,Ready To Move,Tindlu,2 BHK,Alubys ,1166,2.0,2.0,55.47430100301819
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,,1055,2.0,1.0,41.165945634339785
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,74.13743584506057
Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,DatroGo,1270,2.0,2.0,65.93532431992803
Super built-up  Area,Ready To Move,Vignana Nagar,9 BHK,,1500,7.0,,196.37466387757343
Plot  Area,Ready To Move,Battarahalli,4 Bedroom,,1200,3.0,1.0,145.2924261560463
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1164,2.0,2.0,48.9305443111079
Super built-up  Area,Ready To Move,Maruthi Nagar,3 BHK,,1447,2.0,2.0,67.57292759183514
Plot  Area,18-Aug,soukya road,3 Bedroom,,1500,3.0,1.0,109.45670824826205
Plot  Area,Ready To Move,Nobo Nagar,3 Bedroom,,1600,3.0,0.0,104.3907783689479
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1198,2.0,2.0,54.38215758841487
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,4.0,2.0,286.44908052480855
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,75.45265466538014
Super built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,4.0,3.0,373.9228209336759
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,1.0,73.54112767845407
Plot  Area,Ready To Move,Shirdi Sai Nagar,7 Bedroom,,1000,7.0,3.0,189.6643087864103
Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,Dehtipt,1175,2.0,2.0,59.184738720050994
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1345,2.0,1.0,54.844155836085626
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1560,5.0,1.0,179.67189907292575
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340,2.0,2.0,58.44884703837209
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939,2.0,2.0,51.04810283918967
Super built-up  Area,Ready To Move,Sonnenahalli,1 BHK,,605,1.0,1.0,46.893875905821986
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,2.0,48.87491195538433
Built-up  Area,19-Dec,Electronic City,4 Bedroom,,2992,4.0,1.0,228.5187687836832
Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2572,4.0,3.0,130.10865773363398
Plot  Area,Ready To Move,Kothannur,3 Bedroom,,1200,3.0,1.0,87.19861933798403
Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,67.49639718416553
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,Shitt S,1340,2.0,2.0,54.24820398676057
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.39499571195982
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,70.29617096406251
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,MRmesra,1874,2.0,3.0,91.21180191356144
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1140,2.0,2.0,52.663245841221695
Built-up  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,3677,4.0,0.0,324.2770412858589
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,,1464,2.0,2.0,54.910986606826995
Plot  Area,18-Mar,yettagodi Road,3 Bedroom,,1200,3.0,0.0,104.3907783689479
Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,,1736,3.0,2.0,99.54928672697842
Built-up  Area,Ready To Move,Munireddy Layout,3 BHK,Kulons ,1600,2.0,1.0,81.03053100723166
Built-up  Area,18-Dec,Whitefield,2 BHK,,1249,2.0,1.0,69.0446830382587
Built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2.0,2.0,51.8792033973807
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,2.0,1.0,73.541127678454
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,,1100,2.0,2.0,83.70007835992742
Built-up  Area,19-Mar,"Panathur Road, ",2 BHK,,1210,2.0,1.0,71.3156842214749
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,46.2977925118662
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1452,3.0,3.0,58.53166721921157
Built-up  Area,Ready To Move,Doddakannelli,3 BHK,KPareis,1475,2.0,3.0,62.059941552227755
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,53.34374448088049
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,121.63749086799355
Carpet  Area,Ready To Move,Basavangudi,4 BHK,BriewPa,2000,4.0,1.0,133.21955255967725
Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,550,1.0,1.0,23.814668989323263
Super built-up  Area,Ready To Move,Puttappa Layout,2 BHK,Teara S,1400,2.0,1.0,72.57904122401379
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,44.48470984166672
Plot  Area,Ready To Move,Koramangala,2 Bedroom,,1350,2.0,0.0,99.5476618800591
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Emage H,1582,3.0,2.0,226.4279665071955
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Srllaan,1121,2.0,3.0,61.558080966758496
Plot  Area,Ready To Move,Navodaya Nagar,2 Bedroom,,2000,2.0,0.0,88.02540776326491
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1244,2.0,2.0,45.99999999999997
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1090,2.0,2.0,45.501715095214614
Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1140,2.0,1.0,69.77396196154598
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,2.0,80.54432460626725
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,825,3.0,2.0,83.1856235908512
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1640,2.0,0.0,79.67316987120026
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,45.24909506199124
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1301,2.0,2.0,58.819405180811295
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,2400,4.0,3.0,318.2124434889359
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,1.0,48.51922972693334
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Chaldi ,1300,3.0,2.0,72.12204225028566
Plot  Area,Ready To Move,Hanumagiri,3 Bedroom,,1200,3.0,2.0,115.73192429369416
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1500,2.0,1.0,105.21937011492484
Super built-up  Area,17-Dec,Mysore Road,3 BHK,PrawnRa,1082,2.0,1.0,52.17066000184258
Super built-up  Area,20-Dec,Electronic City,3 BHK,KonteiT,1791,3.0,2.0,91.68301474624386
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,2.0,66.71570385001662
Built-up  Area,Ready To Move,PARAPPANAAGHRARA,2 BHK,,1150,2.0,2.0,65.29265663306495
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,68.44114954802687
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1211,2.0,1.0,60.40941123589177
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,960,2.0,2.0,105.46562490861194
Super built-up  Area,18-Apr,Whitefield,3 BHK,Prtates,2321,4.0,2.0,149.0547468567859
Built-up  Area,Ready To Move,HBR Layout,3 Bedroom,,2000,4.0,2.0,152.24102370316115
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1169,2.0,2.0,57.71417564440873
Super built-up  Area,Ready To Move,Vidyaranyapura,1 BHK,Mathipo,745,1.0,1.0,43.0273981381531
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Emterl ,1389,2.0,2.0,47.29642420441389
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1095,2.0,1.0,47.49744422798416
Super built-up  Area,19-Dec,Bannerghatta Road,3 BHK,,1894,3.0,1.0,85.6290693530279
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,79.55758983940562
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,DSthi K,1170,2.0,2.0,45.61808650640579
Built-up  Area,Ready To Move,Brindavan Layout,2 Bedroom,,1100,2.0,0.0,61.96432547530882
Plot  Area,Ready To Move,Kalkere,6 Bedroom,,2116,5.0,,228.24250338216498
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,2 Bedroom,,1522.5,2.0,0.0,115.21712551343404
Built-up  Area,19-Dec,Uttarahalli,3 BHK,,1750,3.0,2.0,48.52859730761078
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1200,5.0,2.0,143.12038827665108
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,111.3369729382028
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,,1610,2.0,2.0,71.11633379590408
Plot  Area,Ready To Move,Kalyan nagar,5 Bedroom,,600,5.0,0.0,118.91504148874644
Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1430,2.0,1.0,68.14269247763553
Built-up  Area,Ready To Move,Pai Layout,2 BHK,,1005,2.0,2.0,43.771844232301085
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Sanzaat,1564,2.0,1.0,61.00243510398391
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230,2.0,1.0,80.00104150719875
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,790,1.0,1.0,52.401226185231224
Built-up  Area,Ready To Move,8th Phase JP Nagar,6 BHK,,5000,6.0,2.0,186.58429716877745
Built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1630,3.0,2.0,78.23085647405115
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Pyaded ,800,2.0,2.0,53.90643050089343
Plot  Area,18-Mar,Medahalli,5 Bedroom,,800,5.0,1.0,154.53206053460224
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.02997166500488
Plot  Area,Ready To Move,Ulsoor,3 Bedroom,,4000,2.0,1.0,275.6313909531932
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,212.98807988756792
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4.0,0.0,322.23080701033047
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Hahtsya,1180,2.0,2.0,62.22242989402705
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,79.20713489847472
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,AztheBr,3004,4.0,,219.3108353530955
Built-up  Area,Ready To Move,Cox Town,2 BHK,,780,2.0,0.0,49.89400775208195
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2.0,1.0,31.434888268362442
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,63.39334005628494
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,301.87201143414234
Super built-up  Area,18-Jun,CV Raman Nagar,2 BHK,,1225,2.0,2.0,52.623241911128275
Built-up  Area,Ready To Move,Palace Road,4 BHK,,4730,2.0,1.0,381.67244674872006
Plot  Area,Ready To Move,Maragondanahalli,7 Bedroom,,1200,7.0,2.0,156.13570238129589
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,800,2.0,0.0,68.35684912907041
Built-up  Area,Ready To Move,Cooke Town,3 BHK,,1550,3.0,3.0,89.39906560100641
Super built-up  Area,Ready To Move,Coffee Board Layout,2 BHK,,1285,2.0,1.0,64.09274428916606
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1265,2.0,2.0,45.89902944904812
Plot  Area,19-Dec,Basaveshwara Nagar Yelahanka,4 Bedroom,,5120,5.0,3.0,400.94418552842586
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,67.49639718416553
Plot  Area,Ready To Move,Kavika Layout,1 Bedroom,,580,2.0,0.0,44.634619356768184
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1094.21,2.0,1.0,43.382639881924995
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,87.05351095858643
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1200,2.0,2.0,27.090247996325928
Super built-up  Area,Ready To Move,Abbigere,8 BHK,,5000,8.0,1.0,229.8549248589064
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,51.08403719337777
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1135,2.0,2.0,39.363222386537736
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1740.91,3.0,2.0,69.39250689276079
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,2.0,1.0,66.8453832732826
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1540,3.0,2.0,93.56846574593487
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,52.46162915335147
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1208,2.0,2.0,72.32536415998479
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,46.7252047120752
Built-up  Area,20-Jul,Sarjapur  Road,4 Bedroom,NVdenic,2876,4.0,0.0,166.9622081329777
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1209,2.0,2.0,57.24718544559991
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2558,3.0,2.0,147.34678435049778
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Maity W,1385,2.0,1.0,78.76179347323516
Super built-up  Area,Ready To Move,Lakkasandra,3 BHK,Mysha N,1513,3.0,1.0,78.27031683802392
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,27.659511917885943
Plot  Area,Ready To Move,Begur Road,7 Bedroom,,1000,4.0,3.0,120.35351165918001
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,950,2.0,1.0,49.60185832305592
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,958,2.0,1.0,49.432241528321086
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1130,2.0,1.0,34.51770969448472
Plot  Area,Ready To Move,6th block Koramangala,4 Bedroom,,2400,5.0,3.0,275.4283350114534
Plot  Area,Ready To Move,Kadarenahalli,4 Bedroom,,1500,4.0,0.0,113.20106490929788
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1547,3.0,,83.74950179454643
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2000,3.0,2.0,130.2947020841654
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690,4.0,3.0,198.91230414293625
Built-up  Area,18-May,Harlur,3 BHK,,1924,4.0,1.0,143.29542798834933
Built-up  Area,Ready To Move,Hennur,2 BHK,JahtsHe,1560,2.0,,83.8650632583143
Plot  Area,Ready To Move,Kammagondahalli,2 Bedroom,,1200,2.0,1.0,99.34057271629149
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,2.0,3.0,76.56892830540899
Built-up  Area,Ready To Move,Kothannur,5 Bedroom,,1600,5.0,,113.65643127980337
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3930,4.0,3.0,246.15604761364523
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,52.46162915335147
Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,1.0,111.40851221853812
Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2.0,1.0,33.278427161803975
Built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,1285,2.0,0.0,89.63051748129682
Super built-up  Area,Ready To Move,Narayanappa Garden,3 BHK,Vacle P,2100,5.0,2.0,246.3966811403354
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,935,2.0,2.0,41.38128278407621
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1250,2.0,3.0,71.42098342388554
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,2.0,115.08705523005652
Built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,707,1.0,1.0,41.89935282025809
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,BMngsr ,1047,2.0,2.0,51.353709941263304
Super built-up  Area,18-Feb,Thanisandra,4 BHK,Bhmesy ,3616,4.0,2.0,223.19170525161965
Super built-up  Area,20-Dec,Yelahanka New Town,2 BHK,DSantky,1000,2.0,1.0,30.88503572962303
Super built-up  Area,19-Nov,Thanisandra,2 BHK,,1066,2.0,1.0,54.04839994054523
Plot  Area,Ready To Move,Bannerghatta Road,1 Bedroom,,1200,2.0,0.0,47.28441606513233
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,1.0,62.45041972468839
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1250,2.0,2.0,67.85079755600661
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,635,1.0,1.0,33.24073013811624
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1.0,1.0,24.499188984925745
Super built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,185.8817367238853
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1255,2.0,1.0,78.91268104440128
Built-up  Area,Ready To Move,Chikkabanavar,2 Bedroom,,1550,2.0,0.0,76.2514511954855
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,,1061,2.0,2.0,54.656657575677436
Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,2.0,82.457009762184
Super built-up  Area,19-Dec,Whitefield,3 BHK,,1820,3.0,1.0,106.91404233089806
Plot  Area,Ready To Move,Jigani,2 Bedroom,,1200,2.0,1.0,52.541024532027976
Super built-up  Area,Ready To Move,Byrasandra Extension,3 BHK,,2000,2.0,1.0,127.12331854754507
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,970,2.0,1.0,49.272239070490066
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1448,2.0,1.0,91.18409236107365
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,41.16283772372068
Plot  Area,Ready To Move,Maruthi Nagar,3 Bedroom,MNncysi,1500,3.0,2.0,118.5063450712832
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,48.777068894108616
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,PrBayGa,4000,6.0,1.0,370.7788364942216
Built-up  Area,Ready To Move,Coffee Board Layout,3 Bedroom,,2300,2.0,1.0,114.74981454829538
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2.0,1.0,26.458033030858836
Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1120,2.0,1.0,89.99063279379394
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1241,2.0,2.0,40.28730700670931
Plot  Area,Ready To Move,Basavangudi,4 Bedroom,,2437,4.0,3.0,283.9064482459818
Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2.0,2.0,166.56643345188562
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,1100,2.0,1.0,40.66036182536617
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1724,3.0,3.0,92.06950972130839
Built-up  Area,Ready To Move,Banashankari Stage II,5 Bedroom,,3000,5.0,2.0,126.0344447875785
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,,1125,2.0,2.0,78.80314141305404
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,5.0,3.0,408.3016505019682
Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,233.51187029707418
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,,1000,2.0,1.0,55.55397263455348
Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,102.2257465733696
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,,2500,5.0,3.0,232.66705730853994
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,103.28341264895525
Built-up  Area,Ready To Move,Jakkur,4 BHK,MMiewke,1697,3.0,3.0,120.40776610262458
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,901,1.0,0.0,45.261989205621845
Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4.0,3.0,221.41857606527253
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,64.04851431488424
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1341,2.0,2.0,55.65833904053923
Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,303.56934979100174
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,85.90769619580114
Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,861,2.0,1.0,36.413860722040894
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1100,2.0,2.0,44.216656205257785
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1020,2.0,1.0,37.66271091712552
Plot  Area,Ready To Move,Parappana Agrahara,9 Bedroom,,1500,9.0,2.0,170.83727903748704
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,47.973454903464145
Super built-up  Area,18-Nov,Kothannur,2 BHK,,1080,2.0,2.0,41.93497216722812
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,1.0,119.32196427627606
Super built-up  Area,18-Mar,Thyagaraja Nagar,3 BHK,,1650,3.0,3.0,96.17742351903293
Super built-up  Area,Ready To Move,Sunkadakatte,2 BHK,,700,2.0,1.0,36.43463596970293
Super built-up  Area,18-Mar,Jakkur,3 BHK,Lecco C,4150,5.0,1.0,288.94282025090166
Plot  Area,18-Dec,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3.0,2.0,262.05246776220224
Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,,99.60833800456487
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,55.55397263455348
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,3.0,2.0,77.22462344134762
Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Srera P,1210,2.0,2.0,55.74103168066843
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1150,2.0,1.0,62.978571071427325
Super built-up  Area,20-Jun,Talaghattapura,4 BHK,Toreeic,5407,5.0,0.0,507.72601348587517
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1865,4.0,2.0,114.75656639193666
Plot  Area,Ready To Move,Herohalli,2 Bedroom,,1350,2.0,0.0,76.98975386244399
Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,63.091575914172964
Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2041,4.0,0.0,139.49211161274974
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,85.3958784559003
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1690,3.0,2.0,80.34611536301459
Super built-up  Area,18-Apr,3rd Phase JP Nagar,2 BHK,,1200,2.0,3.0,53.29174547715421
Built-up  Area,Ready To Move,Subramanyanagar,6 BHK,,1900,6.0,0.0,100.55775996853508
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,ShshaSa,700 - 800,1.0,0.0,33.864261370909645
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1087,2.0,1.0,49.30400304798422
Super built-up  Area,18-Mar,Whitefield,3 BHK,BrlisCo,1740,6.0,3.0,166.06622635785047
Super built-up  Area,Ready To Move,Thurahalli,2 BHK,,1075,2.0,1.0,47.15610708718007
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,141.67434110431148
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395,3.0,2.0,287.6521124973265
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1339,2.0,1.0,60.37681864042029
Super built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,2.0,137.09581415800207
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,40.65808945863795
Plot  Area,18-May,Varthur,4 Bedroom,Darsh S,1600,4.0,2.0,142.32960792386692
Super built-up  Area,Ready To Move,Benson Town,3 BHK,,1501,2.0,3.0,71.35590255594506
Super built-up  Area,21-Jul,Koramangala,4 BHK,G ceses,1982,4.0,3.0,136.10555193507687
Plot  Area,Ready To Move,Chandapura,5 Bedroom,,1200,3.0,0.0,128.5982854523596
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,825,2.0,0.0,56.06411240771821
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1215,2.0,2.0,57.07527807493703
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,1200,5.0,2.0,148.77767067979988
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sraveha,1300,2.0,2.0,53.931811295787895
Super built-up  Area,Ready To Move,Friends Colony,3 BHK,SiidsGa,1250,2.0,1.0,60.05530012262926
Super built-up  Area,Ready To Move,Nagavarapalya,3 BHK,PuonsSe,1836,3.0,1.0,112.7354094867705
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,143.8441625703301
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,2400,4.0,1.0,337.5425771345778
Built-up  Area,Ready To Move,Uttarahalli hobli,4 BHK,,3500,3.0,2.0,246.0098639738085
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1420,2.0,1.0,96.4836018046173
Plot  Area,Ready To Move,Marsur,4 Bedroom,,2400,4.0,1.0,292.89617703090494
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,97.44393211407575
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3260,5.0,3.0,464.1119179560997
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1750,3.0,,108.1930609492376
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1580,3.0,2.0,84.12711922721124
